Singular	Plural	S Count	P Count	P %
announcement	announcements	24	6	0.2
slice	slices	8	2	0.2
suitcase	suitcases	20	5	0.2
landscape	landscapes	20	5	0.2
harvest	harvests	8	2	0.2
desolation	desolations	4	1	0.2
fervor	fervors	4	1	0.2
crest	crests	12	3	0.2
horror	horrors	16	4	0.2
sand	sands	28	7	0.2
gardener	gardeners	4	1	0.2
pulpit	pulpits	4	1	0.2
nurse	nurses	16	4	0.2
chisel	chisels	4	1	0.2
rustler	rustlers	4	1	0.2
reminder	reminders	8	2	0.2
designation	designations	4	1	0.2
absurdity	absurdities	8	2	0.2
base	bases	76	19	0.2
chronicle	chronicles	4	1	0.2
parody	parodies	4	1	0.2
merger	mergers	20	5	0.2
triangle	triangles	4	1	0.2
spacing	spacings	4	1	0.2
allegiance	allegiances	4	1	0.2
hollow	hollows	4	1	0.2
nymphomaniac	nymphomaniacs	4	1	0.2
globulin	globulins	4	1	0.2
gasket	gaskets	4	1	0.2
telegram	telegrams	8	2	0.2
alignment	alignments	4	1	0.2
flannel	flannels	4	1	0.2
knock	knocks	4	1	0.2
submission	submissions	4	1	0.2
garage	garages	20	5	0.2
conquest	conquests	8	2	0.2
anatomical	anatomicals	4	1	0.2
plunge	plunges	4	1	0.2
curb	curbs	12	3	0.2
freighter	freighters	4	1	0.2
vice	vices	20	5	0.2
eccentricity	eccentricities	4	1	0.2
band	bands	44	11	0.2
punch	punches	4	1	0.2
honor	honors	48	12	0.2
wit	wits	20	5	0.2
timetable	timetables	4	1	0.2
parliament	parliaments	4	1	0.2
drill	drills	16	4	0.2
terrier	terriers	4	1	0.2
registrant	registrants	4	1	0.2
tempo	tempos	4	1	0.2
bouquet	bouquets	4	1	0.2
unknown	unknowns	4	1	0.2
occupancy	occupancies	4	1	0.2
sidewalk	sidewalks	20	5	0.2
edition	editions	36	9	0.2
tutor	tutors	4	1	0.2
accident	accidents	32	8	0.2
bathtub	bathtubs	4	1	0.2
site	sites	64	16	0.2
lust	lusts	4	1	0.2
capture	captures	4	1	0.2
magician	magicians	4	1	0.2
rocker	rockers	4	1	0.2
voltage	voltages	16	4	0.2
ledge	ledges	4	1	0.2
gypsy	gypsies	4	1	0.2
barbecue	barbecues	12	3	0.2
shed	sheds	4	1	0.2
hose	hoses	8	2	0.2
lieutenant	lieutenants	12	3	0.2
processor	processors	4	1	0.2
minority	minorities	20	5	0.2
brand	brands	16	4	0.2
sufferer	sufferers	4	1	0.2
ruling	rulings	8	2	0.2
baptism	baptisms	4	1	0.2
groom	grooms	4	1	0.2
cliff	cliffs	8	2	0.2
century	centuries	185	46	0.199134199134
appearance	appearances	57	14	0.197183098592
master	masters	49	12	0.196721311475
meat	meats	45	11	0.196428571429
bag	bags	41	10	0.196078431373
town	towns	201	49	0.196
mission	missions	62	15	0.194805194805
army	armies	58	14	0.194444444444
brush	brushes	29	7	0.194444444444
utility	utilities	29	7	0.194444444444
interpretation	interpretations	50	12	0.193548387097
hospital	hospitals	75	18	0.193548387097
storm	storms	25	6	0.193548387097
waste	wastes	25	6	0.193548387097
vein	veins	25	6	0.193548387097
college	colleges	163	39	0.193069306931
argument	arguments	63	15	0.192307692308
screen	screens	42	10	0.192307692308
coat	coats	42	10	0.192307692308
load	loads	42	10	0.192307692308
director	directors	76	18	0.191489361702
tax	taxes	186	44	0.191304347826
one	ones	482	114	0.191275167785
part	parts	461	109	0.191228070175
art	arts	178	42	0.190909090909
sympathy	sympathies	34	8	0.190476190476
interior	interiors	17	4	0.190476190476
scholarship	scholarships	34	8	0.190476190476
camera	cameras	34	8	0.190476190476
danger	dangers	68	16	0.190476190476
well	wells	17	4	0.190476190476
amendment	amendments	17	4	0.190476190476
body	bodies	269	63	0.189759036145
action	actions	287	67	0.189265536723
dispute	disputes	30	7	0.189189189189
repetition	repetitions	13	3	0.1875
appointment	appointments	26	6	0.1875
frieze	friezes	13	3	0.1875
attorney	attorneys	26	6	0.1875
wonder	wonders	26	6	0.1875
tour	tours	39	9	0.1875
pan	pans	13	3	0.1875
breakdown	breakdowns	13	3	0.1875
execution	executions	13	3	0.1875
ace	aces	13	3	0.1875
ideology	ideologies	13	3	0.1875
velocity	velocities	26	6	0.1875
subsection	subsections	13	3	0.1875
debate	debates	26	6	0.1875
arrest	arrests	13	3	0.1875
cake	cakes	13	3	0.1875
position	positions	235	54	0.186851211073
meeting	meetings	122	28	0.186666666667
command	commands	48	11	0.186440677966
hotel	hotels	83	19	0.186274509804
design	designs	105	24	0.186046511628
tradition	traditions	92	21	0.185840707965
division	divisions	66	15	0.185185185185
date	dates	97	22	0.18487394958
campaign	campaigns	75	17	0.184782608696
shore	shores	40	9	0.183673469388
forest	forests	40	9	0.183673469388
stream	streams	49	11	0.183333333333
list	lists	125	28	0.183006535948
editor	editors	76	17	0.182795698925
similarity	similarities	9	2	0.181818181818
jungle	jungles	18	4	0.181818181818
chapel	chapels	9	2	0.181818181818
grease	greases	9	2	0.181818181818
ditch	ditches	9	2	0.181818181818
poison	poisons	9	2	0.181818181818
lodge	lodges	9	2	0.181818181818
release	releases	27	6	0.181818181818
apportionment	apportionments	9	2	0.181818181818
inside	insides	18	4	0.181818181818
glaze	glazes	9	2	0.181818181818
blessing	blessings	9	2	0.181818181818
circuit	circuits	18	4	0.181818181818
liquid	liquids	27	6	0.181818181818
bin	bins	9	2	0.181818181818
junior	juniors	9	2	0.181818181818
picket	pickets	9	2	0.181818181818
salad	salads	9	2	0.181818181818
contention	contentions	9	2	0.181818181818
resin	resins	9	2	0.181818181818
antagonism	antagonisms	9	2	0.181818181818
sorrow	sorrows	9	2	0.181818181818
affection	affections	18	4	0.181818181818
horizon	horizons	27	6	0.181818181818
cage	cages	9	2	0.181818181818
return	returns	104	23	0.181102362205
angle	angles	50	11	0.180327868852
plot	plots	32	7	0.179487179487
box	boxes	64	14	0.179487179487
race	races	96	21	0.179487179487
attack	attacks	78	17	0.178947368421
wash	washes	23	5	0.178571428571
stranger	strangers	37	8	0.177777777778
plane	planes	111	24	0.177777777778
responsibility	responsibilities	116	25	0.177304964539
quarrel	quarrels	14	3	0.176470588235
gum	gums	14	3	0.176470588235
resonance	resonances	14	3	0.176470588235
seal	seals	14	3	0.176470588235
desert	deserts	14	3	0.176470588235
apprentice	apprentices	14	3	0.176470588235
stable	stables	14	3	0.176470588235
request	requests	42	9	0.176470588235
usage	usages	14	3	0.176470588235
fellow	fellows	61	13	0.175675675676
emergency	emergencies	33	7	0.175
reserve	reserves	19	4	0.173913043478
jet	jets	19	4	0.173913043478
suite	suites	19	4	0.173913043478
baby	babies	57	12	0.173913043478
matter	matters	281	59	0.173529411765
career	careers	67	14	0.172839506173
train	trains	67	14	0.172839506173
chain	chains	48	10	0.172413793103
commander	commanders	24	5	0.172413793103
society	societies	192	40	0.172413793103
route	routes	29	6	0.171428571429
connection	connections	68	14	0.170731707317
family	families	311	64	0.170666666667
tone	tones	73	15	0.170454545455
allotment	allotments	39	8	0.170212765957
power	powers	324	66	0.169230769231
market	markets	143	29	0.168604651163
apartment	apartments	79	16	0.168421052632
pressure	pressures	183	37	0.168181818182
dynasty	dynasties	5	1	0.166666666667
pursuit	pursuits	15	3	0.166666666667
daughter	daughters	70	14	0.166666666667
permit	permits	10	2	0.166666666667
straw	straws	15	3	0.166666666667
proverb	proverbs	5	1	0.166666666667
green	greens	20	4	0.166666666667
fit	fits	15	3	0.166666666667
badge	badges	5	1	0.166666666667
arc	arcs	40	8	0.166666666667
laboratory	laboratories	25	5	0.166666666667
medicine	medicines	25	5	0.166666666667
iron	irons	35	7	0.166666666667
haven	havens	5	1	0.166666666667
relish	relishes	5	1	0.166666666667
trust	trusts	25	5	0.166666666667
miniature	miniatures	5	1	0.166666666667
format	formats	5	1	0.166666666667
affinity	affinities	5	1	0.166666666667
disagreement	disagreements	10	2	0.166666666667
crowd	crowds	50	10	0.166666666667
rendering	renderings	5	1	0.166666666667
syndicate	syndicates	5	1	0.166666666667
trim	trims	5	1	0.166666666667
computation	computations	5	1	0.166666666667
memory	memories	75	15	0.166666666667
lounge	lounges	5	1	0.166666666667
bath	baths	25	5	0.166666666667
obsession	obsessions	5	1	0.166666666667
picnic	picnics	15	3	0.166666666667
draft	drafts	15	3	0.166666666667
escort	escorts	5	1	0.166666666667
drugstore	drugstores	5	1	0.166666666667
buffet	buffets	5	1	0.166666666667
assault	assaults	15	3	0.166666666667
senior	seniors	5	1	0.166666666667
exaggeration	exaggerations	5	1	0.166666666667
listing	listings	5	1	0.166666666667
embrace	embraces	5	1	0.166666666667
utterance	utterances	5	1	0.166666666667
pasture	pastures	10	2	0.166666666667
hemorrhage	hemorrhages	5	1	0.166666666667
bazaar	bazaars	5	1	0.166666666667
stare	stares	5	1	0.166666666667
sophomore	sophomores	5	1	0.166666666667
tackle	tackles	5	1	0.166666666667
founder	founders	10	2	0.166666666667
polarity	polarities	5	1	0.166666666667
dressing	dressings	5	1	0.166666666667
roadway	roadways	5	1	0.166666666667
invention	inventions	20	4	0.166666666667
turning	turnings	5	1	0.166666666667
compilation	compilations	10	2	0.166666666667
flat	flats	10	2	0.166666666667
flag	flags	15	3	0.166666666667
turbine	turbines	5	1	0.166666666667
liaison	liaisons	5	1	0.166666666667
option	options	5	1	0.166666666667
battery	batteries	15	3	0.166666666667
furrow	furrows	5	1	0.166666666667
loom	looms	5	1	0.166666666667
marker	markers	5	1	0.166666666667
sermon	sermons	10	2	0.166666666667
stew	stews	5	1	0.166666666667
conversation	conversations	50	10	0.166666666667
prophecy	prophecies	5	1	0.166666666667
chloride	chlorides	5	1	0.166666666667
coolness	coolnesses	5	1	0.166666666667
high	highs	10	2	0.166666666667
mustache	mustaches	5	1	0.166666666667
kindness	kindnesses	5	1	0.166666666667
shortage	shortages	15	3	0.166666666667
cigar	cigars	10	2	0.166666666667
length	lengths	115	23	0.166666666667
obscurity	obscurities	5	1	0.166666666667
fella	fellas	5	1	0.166666666667
decrease	decreases	5	1	0.166666666667
beard	beards	25	5	0.166666666667
transducer	transducers	10	2	0.166666666667
writ	writs	5	1	0.166666666667
nuisance	nuisances	5	1	0.166666666667
sheriff	sheriffs	15	3	0.166666666667
metabolite	metabolites	5	1	0.166666666667
legacy	legacies	5	1	0.166666666667
doorway	doorways	15	3	0.166666666667
overcoat	overcoats	5	1	0.166666666667
franchise	franchises	5	1	0.166666666667
citation	citations	5	1	0.166666666667
latitude	latitudes	5	1	0.166666666667
tense	tenses	5	1	0.166666666667
axle	axles	5	1	0.166666666667
reactionary	reactionaries	5	1	0.166666666667
gully	gullies	5	1	0.166666666667
journalist	journalists	10	2	0.166666666667
cradle	cradles	5	1	0.166666666667
tag	tags	5	1	0.166666666667
inn	inns	5	1	0.166666666667
frontier	frontiers	25	5	0.166666666667
lift	lifts	5	1	0.166666666667
house	houses	391	78	0.16631130064
reference	references	66	13	0.164556962025
culture	cultures	56	11	0.164179104478
mind	minds	287	56	0.163265306122
moment	moments	246	48	0.163265306122
mood	moods	36	7	0.162790697674
mystery	mysteries	36	7	0.162790697674
executive	executives	36	7	0.162790697674
complex	complexes	31	6	0.162162162162
fact	facts	447	86	0.161350844278
dozen	dozens	52	10	0.161290322581
stop	stops	26	5	0.161290322581
reality	realities	78	15	0.161290322581
gyro	gyros	26	5	0.161290322581
temperature	temperatures	130	25	0.161290322581
community	communities	214	41	0.160784313725
place	places	475	91	0.160777385159
version	versions	47	9	0.160714285714
concentration	concentrations	47	9	0.160714285714
classification	classifications	21	4	0.16
making	makings	21	4	0.16
direction	directions	132	25	0.15923566879
mail	mails	37	7	0.159090909091
formation	formations	37	7	0.159090909091
experience	experiences	254	48	0.158940397351
chance	chances	127	24	0.158940397351
description	descriptions	53	10	0.15873015873
presentation	presentations	32	6	0.157894736842
agreement	agreements	80	15	0.157894736842
gesture	gestures	32	6	0.157894736842
committee	committees	80	15	0.157894736842
taxi	taxis	16	3	0.157894736842
viewpoint	viewpoints	16	3	0.157894736842
chairman	chairmen	48	9	0.157894736842
translation	translations	16	3	0.157894736842
cure	cures	16	3	0.157894736842
justification	justifications	16	3	0.157894736842
reflection	reflections	32	6	0.157894736842
government	governments	272	51	0.157894736842
meaning	meanings	113	21	0.15671641791
style	styles	97	18	0.15652173913
powder	powders	27	5	0.15625
face	faces	319	59	0.156084656085
bottle	bottles	76	14	0.155555555556
pace	paces	38	7	0.155555555556
degree	degrees	125	23	0.155405405405
sight	sights	82	15	0.154639175258
office	offices	214	39	0.154150197628
kick	kicks	11	2	0.153846153846
epidemic	epidemics	11	2	0.153846153846
pavement	pavements	11	2	0.153846153846
temper	tempers	11	2	0.153846153846
jacket	jackets	33	6	0.153846153846
bow	bows	11	2	0.153846153846
sphere	spheres	22	4	0.153846153846
preacher	preachers	11	2	0.153846153846
shaft	shafts	11	2	0.153846153846
premium	premiums	11	2	0.153846153846
mist	mists	11	2	0.153846153846
scheme	schemes	33	6	0.153846153846
juice	juices	11	2	0.153846153846
coincidence	coincidences	11	2	0.153846153846
river	rivers	77	14	0.153846153846
delegation	delegations	11	2	0.153846153846
fatigue	fatigues	11	2	0.153846153846
temple	temples	22	4	0.153846153846
ordering	orderings	11	2	0.153846153846
walk	walks	33	6	0.153846153846
identity	identities	55	10	0.153846153846
tomb	tombs	11	2	0.153846153846
gap	gaps	11	2	0.153846153846
start	starts	50	9	0.152542372881
light	lights	251	45	0.152027027027
period	periods	263	47	0.151612903226
pot	pots	28	5	0.151515151515
religion	religions	101	18	0.151260504202
portion	portions	62	11	0.150684931507
expression	expressions	79	14	0.150537634409
interaction	interactions	17	3	0.15
murder	murders	68	12	0.15
myth	myths	34	6	0.15
coast	coasts	34	6	0.15
aid	aids	102	18	0.15
uncle	uncles	17	3	0.15
jail	jails	17	3	0.15
guitar	guitars	17	3	0.15
definition	definitions	34	6	0.15
stall	stalls	17	3	0.15
compensation	compensations	17	3	0.15
violation	violations	17	3	0.15
ability	abilities	74	13	0.149425287356
liberty	liberties	40	7	0.148936170213
pilot	pilots	40	7	0.148936170213
joy	joys	40	7	0.148936170213
age	ages	212	37	0.14859437751
vacation	vacations	46	8	0.148148148148
minister	ministers	46	8	0.148148148148
industry	industries	161	28	0.148148148148
ritual	rituals	23	4	0.148148148148
speed	speeds	75	13	0.147727272727
trouble	troubles	127	22	0.147651006711
voice	voices	220	38	0.147286821705
evaluation	evaluations	29	5	0.147058823529
sequence	sequences	35	6	0.146341463415
salary	salaries	41	7	0.145833333333
dress	dresses	53	9	0.145161290323
amount	amounts	142	24	0.144578313253
square	squares	77	13	0.144444444444
ball	balls	101	17	0.14406779661
cent	cents	155	26	0.14364640884
time	times	1555	260	0.143250688705
misunderstanding	misunderstandings	6	1	0.142857142857
fireplace	fireplaces	6	1	0.142857142857
induction	inductions	6	1	0.142857142857
supplier	suppliers	6	1	0.142857142857
net	nets	18	3	0.142857142857
glance	glances	30	5	0.142857142857
origin	origins	42	7	0.142857142857
inscription	inscriptions	6	1	0.142857142857
observance	observances	6	1	0.142857142857
festival	festivals	12	2	0.142857142857
hearing	hearings	48	8	0.142857142857
pilgrimage	pilgrimages	6	1	0.142857142857
propulsion	propulsions	6	1	0.142857142857
steer	steers	6	1	0.142857142857
blonde	blondes	6	1	0.142857142857
indictment	indictments	12	2	0.142857142857
piazza	piazzas	6	1	0.142857142857
paradigm	paradigms	6	1	0.142857142857
hunch	hunches	6	1	0.142857142857
guise	guises	6	1	0.142857142857
stereotype	stereotypes	12	2	0.142857142857
creed	creeds	6	1	0.142857142857
booking	bookings	6	1	0.142857142857
landlord	landlords	12	2	0.142857142857
thermostat	thermostats	6	1	0.142857142857
landing	landings	12	2	0.142857142857
maximum	maximums	12	2	0.142857142857
mold	molds	42	7	0.142857142857
stake	stakes	18	3	0.142857142857
absorption	absorptions	12	2	0.142857142857
handicap	handicaps	6	1	0.142857142857
repression	repressions	6	1	0.142857142857
touchdown	touchdowns	6	1	0.142857142857
abortion	abortions	6	1	0.142857142857
suspension	suspensions	12	2	0.142857142857
concerto	concerti	6	1	0.142857142857
spectacle	spectacles	18	3	0.142857142857
surplus	surpluses	24	4	0.142857142857
routine	routines	18	3	0.142857142857
review	reviews	36	6	0.142857142857
forefinger	forefingers	6	1	0.142857142857
touch	touches	54	9	0.142857142857
grin	grins	12	2	0.142857142857
buggy	buggies	6	1	0.142857142857
vocabulary	vocabularies	12	2	0.142857142857
deadline	deadlines	6	1	0.142857142857
smile	smiles	48	8	0.142857142857
psyche	psyches	6	1	0.142857142857
zero	zeros	6	1	0.142857142857
fragrance	fragrances	6	1	0.142857142857
pretense	pretenses	6	1	0.142857142857
marble	marbles	18	3	0.142857142857
resort	resorts	6	1	0.142857142857
lad	lads	6	1	0.142857142857
alcohol	alcohols	12	2	0.142857142857
nest	nests	18	3	0.142857142857
testament	testaments	6	1	0.142857142857
entrepreneur	entrepreneurs	6	1	0.142857142857
cry	cries	30	5	0.142857142857
stance	stances	6	1	0.142857142857
conflict	conflicts	48	8	0.142857142857
constrictor	constrictors	6	1	0.142857142857
divan	divans	6	1	0.142857142857
advocate	advocates	6	1	0.142857142857
span	spans	12	2	0.142857142857
partition	partitions	6	1	0.142857142857
amplifier	amplifiers	6	1	0.142857142857
shoreline	shorelines	6	1	0.142857142857
sculptor	sculptors	6	1	0.142857142857
assassin	assassins	6	1	0.142857142857
dock	docks	6	1	0.142857142857
tray	trays	18	3	0.142857142857
sack	sacks	6	1	0.142857142857
patrolman	patrolmen	6	1	0.142857142857
adjunct	adjuncts	6	1	0.142857142857
soprano	sopranos	6	1	0.142857142857
handle	handles	18	3	0.142857142857
glory	glories	18	3	0.142857142857
ramp	ramps	6	1	0.142857142857
tenor	tenors	6	1	0.142857142857
denial	denials	18	3	0.142857142857
fraternity	fraternities	6	1	0.142857142857
calibration	calibrations	6	1	0.142857142857
ballot	ballots	12	2	0.142857142857
detergent	detergents	24	4	0.142857142857
polymerization	polymerizations	6	1	0.142857142857
example	examples	287	47	0.140718562874
revolution	revolutions	43	7	0.14
burden	burdens	43	7	0.14
questionnaire	questionnaires	37	6	0.139534883721
noise	noises	37	6	0.139534883721
illusion	illusions	37	6	0.139534883721
season	seasons	105	17	0.139344262295
transition	transitions	31	5	0.138888888889
respect	respects	118	19	0.138686131387
oil	oils	87	14	0.138613861386
sky	skies	56	9	0.138461538462
disk	disks	25	4	0.137931034483
settlement	settlements	25	4	0.137931034483
discipline	disciplines	25	4	0.137931034483
corner	corners	113	18	0.137404580153
approach	approaches	107	17	0.137096774194
assurance	assurances	19	3	0.136363636364
skirt	skirts	19	3	0.136363636364
principal	principals	19	3	0.136363636364
laugh	laughs	19	3	0.136363636364
distance	distances	108	17	0.136
stress	stresses	96	15	0.135135135135
doubt	doubts	97	15	0.133928571429
controversy	controversies	26	4	0.133333333333
toll	tolls	13	2	0.133333333333
secretary	secretaries	39	6	0.133333333333
disaster	disasters	26	4	0.133333333333
chill	chills	13	2	0.133333333333
cone	cones	13	2	0.133333333333
fork	forks	13	2	0.133333333333
streetcar	streetcars	13	2	0.133333333333
lagoon	lagoons	13	2	0.133333333333
lantern	lanterns	13	2	0.133333333333
hormone	hormones	13	2	0.133333333333
shower	showers	13	2	0.133333333333
posture	postures	13	2	0.133333333333
delay	delays	13	2	0.133333333333
establishment	establishments	52	8	0.133333333333
bull	bulls	13	2	0.133333333333
work	works	576	88	0.132530120482
average	averages	59	9	0.132352941176
ring	rings	33	5	0.131578947368
clerk	clerks	33	5	0.131578947368
order	orders	346	52	0.130653266332
end	ends	360	54	0.130434782609
exhibition	exhibitions	20	3	0.130434782609
anticipation	anticipations	20	3	0.130434782609
bowl	bowls	20	3	0.130434782609
investment	investments	40	6	0.130434782609
narrative	narratives	20	3	0.130434782609
auto	autos	20	3	0.130434782609
dive	dives	20	3	0.130434782609
throat	throats	40	6	0.130434782609
pain	pains	87	13	0.13
tragedy	tragedies	47	7	0.12962962963
council	councils	27	4	0.129032258065
holder	holders	27	4	0.129032258065
friendship	friendships	27	4	0.129032258065
pistol	pistols	27	4	0.129032258065
room	rooms	365	54	0.128878281623
extension	extensions	34	5	0.128205128205
farm	farms	109	16	0.128
surface	surfaces	191	28	0.127853881279
salt	salts	41	6	0.127659574468
theme	themes	55	8	0.126984126984
lace	laces	7	1	0.125
triumph	triumphs	21	3	0.125
charter	charters	21	3	0.125
celebration	celebrations	14	2	0.125
forum	forums	7	1	0.125
buckskin	buckskins	7	1	0.125
lord	lords	7	1	0.125
resignation	resignations	7	1	0.125
loyalty	loyalties	21	3	0.125
craft	crafts	21	3	0.125
hallway	hallways	7	1	0.125
carcass	carcasses	7	1	0.125
oven	ovens	7	1	0.125
roast	roasts	7	1	0.125
confinement	confinements	7	1	0.125
diaphragm	diaphragms	7	1	0.125
vanity	vanities	7	1	0.125
cafeteria	cafeterias	14	2	0.125
phosphate	phosphates	7	1	0.125
push	pushes	7	1	0.125
liability	liabilities	7	1	0.125
luxury	luxuries	21	3	0.125
magnetism	magnetisms	7	1	0.125
riot	riots	7	1	0.125
pine	pines	14	2	0.125
apron	aprons	7	1	0.125
nod	nods	7	1	0.125
half	halves	14	2	0.125
alley	alleys	7	1	0.125
flatness	flatnesses	7	1	0.125
breeze	breezes	14	2	0.125
satisfaction	satisfactions	28	4	0.125
redhead	redheads	7	1	0.125
postcard	postcards	7	1	0.125
squall	squalls	7	1	0.125
hen	hens	21	3	0.125
subspace	subspaces	7	1	0.125
infringement	infringements	7	1	0.125
orgasm	orgasms	7	1	0.125
ledger	ledgers	7	1	0.125
shock	shocks	28	4	0.125
gall	galls	7	1	0.125
pianist	pianists	14	2	0.125
envelope	envelopes	21	3	0.125
common	commons	7	1	0.125
potential	potentials	28	4	0.125
license	licenses	35	5	0.125
pack	packs	14	2	0.125
facade	facades	7	1	0.125
knot	knots	7	1	0.125
epic	epics	14	2	0.125
dislike	dislikes	7	1	0.125
blizzard	blizzards	7	1	0.125
certificate	certificates	7	1	0.125
wallpaper	wallpapers	7	1	0.125
exclusion	exclusions	7	1	0.125
crossing	crossings	7	1	0.125
styrene	styrenes	7	1	0.125
patriot	patriots	7	1	0.125
soap	soaps	21	3	0.125
stack	stacks	7	1	0.125
mouthpiece	mouthpieces	7	1	0.125
nickel	nickels	7	1	0.125
candy	candies	14	2	0.125
ink	inks	7	1	0.125
oak	oaks	7	1	0.125
stay	stays	14	2	0.125
way	ways	883	126	0.124876114965
pool	pools	106	15	0.123966942149
theory	theories	128	18	0.123287671233
drama	dramas	43	6	0.122448979592
audience	audiences	115	16	0.12213740458
host	hosts	36	5	0.121951219512
barn	barns	29	4	0.121212121212
youth	youths	73	10	0.120481927711
break	breaks	22	3	0.12
ownership	ownerships	22	3	0.12
present	presents	44	6	0.12
destiny	destinies	22	3	0.12
sex	sexes	81	11	0.119565217391
profession	professions	37	5	0.119047619048
motor	motors	52	7	0.118644067797
primary	primaries	15	2	0.117647058824
mixture	mixtures	30	4	0.117647058824
amateur	amateurs	15	2	0.117647058824
collage	collages	15	2	0.117647058824
essence	essences	15	2	0.117647058824
anchor	anchors	15	2	0.117647058824
fool	fools	30	4	0.117647058824
weakness	weaknesses	45	6	0.117647058824
disappointment	disappointments	15	2	0.117647058824
drift	drifts	15	2	0.117647058824
misery	miseries	15	2	0.117647058824
governor	governors	45	6	0.117647058824
flux	fluxes	30	4	0.117647058824
pen	pens	15	2	0.117647058824
stove	stoves	15	2	0.117647058824
development	developments	309	41	0.117142857143
control	controls	181	24	0.117073170732
contrast	contrasts	68	9	0.116883116883
mother	mothers	190	25	0.116279069767
doctrine	doctrines	38	5	0.116279069767
percentage	percentages	46	6	0.115384615385
imitation	imitations	23	3	0.115384615385
arrival	arrivals	23	3	0.115384615385
cast	casts	23	3	0.115384615385
excess	excesses	23	3	0.115384615385
substrate	substrates	23	3	0.115384615385
occupation	occupations	23	3	0.115384615385
depression	depressions	23	3	0.115384615385
victory	victories	54	7	0.114754098361
tape	tapes	31	4	0.114285714286
son	sons	140	18	0.113924050633
sea	seas	78	10	0.113636363636
skin	skins	47	6	0.11320754717
vision	visions	55	7	0.112903225806
stock	stocks	135	17	0.111842105263
messenger	messengers	8	1	0.111111111111
farmhouse	farmhouses	8	1	0.111111111111
stern	sterns	8	1	0.111111111111
stupidity	stupidities	8	1	0.111111111111
niece	nieces	8	1	0.111111111111
grandmother	grandmothers	8	1	0.111111111111
lotion	lotions	8	1	0.111111111111
forehead	foreheads	16	2	0.111111111111
split	splits	8	1	0.111111111111
creek	creeks	8	1	0.111111111111
confrontation	confrontations	8	1	0.111111111111
gown	gowns	16	2	0.111111111111
recipe	recipes	8	1	0.111111111111
spy	spies	8	1	0.111111111111
staircase	staircases	8	1	0.111111111111
turtle	turtles	8	1	0.111111111111
bolt	bolts	8	1	0.111111111111
terrain	terrains	8	1	0.111111111111
squad	squads	16	2	0.111111111111
veranda	verandas	8	1	0.111111111111
mound	mounds	8	1	0.111111111111
bias	biases	8	1	0.111111111111
allocation	allocations	16	2	0.111111111111
flavor	flavors	16	2	0.111111111111
compulsion	compulsions	8	1	0.111111111111
championship	championships	8	1	0.111111111111
subdivision	subdivisions	8	1	0.111111111111
bosom	bosoms	8	1	0.111111111111
grace	graces	32	4	0.111111111111
instructor	instructors	8	1	0.111111111111
alibi	alibis	8	1	0.111111111111
simplicity	simplicities	16	2	0.111111111111
inclination	inclinations	8	1	0.111111111111
immediacy	immediacies	8	1	0.111111111111
buffalo	buffaloes	8	1	0.111111111111
proposition	propositions	16	2	0.111111111111
jump	jumps	8	1	0.111111111111
bend	bends	8	1	0.111111111111
cutting	cuttings	8	1	0.111111111111
microscope	microscopes	8	1	0.111111111111
intonation	intonations	8	1	0.111111111111
comparison	comparisons	48	6	0.111111111111
course	courses	464	58	0.111111111111
closet	closets	16	2	0.111111111111
courtyard	courtyards	8	1	0.111111111111
tap	taps	8	1	0.111111111111
stag	stags	8	1	0.111111111111
afternoon	afternoons	105	13	0.110169491525
heart	hearts	170	21	0.109947643979
kind	kinds	295	36	0.108761329305
comfort	comforts	41	5	0.108695652174
distribution	distributions	83	10	0.10752688172
blow	blows	25	3	0.107142857143
demonstration	demonstrations	25	3	0.107142857143
risk	risks	42	5	0.106382978723
bit	bits	93	11	0.105769230769
corridor	corridors	17	2	0.105263157895
convenience	conveniences	17	2	0.105263157895
acquisition	acquisitions	17	2	0.105263157895
chip	chips	17	2	0.105263157895
bureau	bureaus	17	2	0.105263157895
pioneer	pioneers	17	2	0.105263157895
suicide	suicides	17	2	0.105263157895
self	selves	34	4	0.105263157895
transom	transoms	17	2	0.105263157895
chorus	choruses	17	2	0.105263157895
pencil	pencils	34	4	0.105263157895
acceleration	accelerations	17	2	0.105263157895
basket	baskets	17	2	0.105263157895
hypothesis	hypotheses	17	2	0.105263157895
home	homes	525	61	0.10409556314
land	lands	190	22	0.103773584906
perspective	perspectives	26	3	0.103448275862
energy	energies	96	11	0.102803738318
choice	choices	105	12	0.102564102564
output	outputs	35	4	0.102564102564
tongue	tongues	35	4	0.102564102564
surprise	surprises	44	5	0.102040816327
manner	manners	124	14	0.101449275362
brother	brethren	71	8	0.101265822785
door	doors	312	35	0.100864553314
hate	hates	9	1	0.1
dissatisfaction	dissatisfactions	9	1	0.1
agony	agonies	9	1	0.1
thesis	theses	9	1	0.1
monkey	monkeys	9	1	0.1
handkerchief	handkerchiefs	9	1	0.1
elegance	elegances	9	1	0.1
advancement	advancements	9	1	0.1
unification	unifications	9	1	0.1
escape	escapes	18	2	0.1
cork	corks	9	1	0.1
ballet	ballets	27	3	0.1
illumination	illuminations	9	1	0.1
persuasion	persuasions	9	1	0.1
annoyance	annoyances	9	1	0.1
plea	pleas	9	1	0.1
filly	fillies	9	1	0.1
label	labels	18	2	0.1
weight	weights	90	10	0.1
preoccupation	preoccupations	9	1	0.1
